height,radii list,wavelength,transmission,reflection
3.0,"[0.135, 0.255, 0.615, 0.615]",3.0,0.7002936056875819,0.2997063943122084
3.0,"[0.135, 0.255, 0.615, 0.615]",3.051282051282051,0.6995035465077907,0.30049645349219983
3.0,"[0.135, 0.255, 0.615, 0.615]",3.1025641025641026,0.6991738379360286,0.30082616206396684
3.0,"[0.135, 0.255, 0.615, 0.615]",3.1538461538461537,0.6992936526854623,0.3007063473145374
3.0,"[0.135, 0.255, 0.615, 0.615]",3.2051282051282053,0.6998299423857781,0.30017005761424265
3.0,"[0.135, 0.255, 0.615, 0.615]",3.2564102564102564,0.7007335598249355,0.29926644017506515
3.0,"[0.135, 0.255, 0.615, 0.615]",3.3076923076923075,0.7019442294093188,0.29805577059067967
3.0,"[0.135, 0.255, 0.615, 0.615]",3.358974358974359,0.703394930387227,0.2966050696127726
3.0,"[0.135, 0.255, 0.615, 0.615]",3.41025641025641,0.7050158851979024,0.29498411480209746
3.0,"[0.135, 0.255, 0.615, 0.615]",3.4615384615384617,0.7067381114105087,0.29326188858948726
3.0,"[0.135, 0.255, 0.615, 0.615]",3.5128205128205128,0.7084965858013919,0.29150341419864884
3.0,"[0.135, 0.255, 0.615, 0.615]",3.564102564102564,0.7102325487501031,0.2897674512496286
3.0,"[0.135, 0.255, 0.615, 0.615]",3.6153846153846154,0.7118952475799036,0.2881047524197767
3.0,"[0.135, 0.255, 0.615, 0.615]",3.6666666666666665,0.7134428385873294,0.2865571614126787
3.0,"[0.135, 0.255, 0.615, 0.615]",3.717948717948718,0.7148425894738597,0.285157410526142
3.0,"[0.135, 0.255, 0.615, 0.615]",3.769230769230769,0.7160704529504462,0.2839295470495598
3.0,"[0.135, 0.255, 0.615, 0.615]",3.8205128205128203,0.7171611490325337,0.2828388509674549
3.0,"[0.135, 0.255, 0.615, 0.615]",3.871794871794872,0.7180190952088155,0.28198090479120413
3.0,"[0.135, 0.255, 0.615, 0.615]",3.923076923076923,0.7186869990454483,0.2813130009545542
3.0,"[0.135, 0.255, 0.615, 0.615]",3.9743589743589745,0.7191650766236051,0.2808349233763926
3.0,"[0.135, 0.255, 0.615, 0.615]",4.0256410256410255,0.7194606141418061,0.2805393858581948
3.0,"[0.135, 0.255, 0.615, 0.615]",4.076923076923077,0.7195838138326373,0.2804161861683338
3.0,"[0.135, 0.255, 0.615, 0.615]",4.128205128205128,0.7195467458005796,0.28045325420016465
3.0,"[0.135, 0.255, 0.615, 0.615]",4.17948717948718,0.7193614694666169,0.2806385305333846
3.0,"[0.135, 0.255, 0.615, 0.615]",4.230769230769231,0.719043732831391,0.28095626716860866
3.0,"[0.135, 0.255, 0.615, 0.615]",4.282051282051282,0.7186066220704055,0.2813933779295944
3.0,"[0.135, 0.255, 0.615, 0.615]",4.333333333333333,0.7180634816500711,0.28193651834992534
3.0,"[0.135, 0.255, 0.615, 0.615]",4.384615384615385,0.7174270908445902,0.28257290915539957
3.0,"[0.135, 0.255, 0.615, 0.615]",4.435897435897436,0.7167094796360272,0.2832905203640907
3.0,"[0.135, 0.255, 0.615, 0.615]",4.487179487179487,0.7159215642715253,0.2840784357284765
3.0,"[0.135, 0.255, 0.615, 0.615]",4.538461538461538,0.7150737078350594,0.2849262921649394
3.0,"[0.135, 0.255, 0.615, 0.615]",4.589743589743589,0.7141753138126721,0.2858246861875876
3.0,"[0.135, 0.255, 0.615, 0.615]",4.6410256410256405,0.7132337552303313,0.28676624476966867
3.0,"[0.135, 0.255, 0.615, 0.615]",4.6923076923076925,0.712257326795622,0.28774267320405206
3.0,"[0.135, 0.255, 0.615, 0.615]",4.743589743589744,0.711252423219309,0.28874757678068996
3.0,"[0.135, 0.255, 0.615, 0.615]",4.794871794871795,0.7102245475760163,0.289775452423979
3.0,"[0.135, 0.255, 0.615, 0.615]",4.846153846153846,0.7091785938938925,0.29082140610610213
3.0,"[0.135, 0.255, 0.615, 0.615]",4.897435897435898,0.7081189169530627,0.291881083046561
3.0,"[0.135, 0.255, 0.615, 0.615]",4.948717948717949,0.7070495225869089,0.29295047741309216
3.0,"[0.135, 0.255, 0.615, 0.615]",5.0,0.7059743813333504,0.29402561866664806
