height,radii list,wavelength,transmission,reflection
8.0,"[1.095, 0.615, 0.615, 0.495]",3.0,0.7506361510037663,0.24936384899623215
8.0,"[1.095, 0.615, 0.615, 0.495]",3.051282051282051,0.7644742789365621,0.2355257210634637
8.0,"[1.095, 0.615, 0.615, 0.495]",3.1025641025641026,0.7711407412465086,0.22885925875349322
8.0,"[1.095, 0.615, 0.615, 0.495]",3.1538461538461537,0.7680656071525248,0.23193439284749423
8.0,"[1.095, 0.615, 0.615, 0.495]",3.2051282051282053,0.7570126828176762,0.24298731718232608
8.0,"[1.095, 0.615, 0.615, 0.495]",3.2564102564102564,0.7427280866139718,0.2572719133860896
8.0,"[1.095, 0.615, 0.615, 0.495]",3.3076923076923075,0.7299927559927929,0.27000724400719794
8.0,"[1.095, 0.615, 0.615, 0.495]",3.358974358974359,0.7215561952984414,0.27844380470160657
8.0,"[1.095, 0.615, 0.615, 0.495]",3.41025641025641,0.7181932994166963,0.28180670058321605
8.0,"[1.095, 0.615, 0.615, 0.495]",3.4615384615384617,0.7195533021033705,0.2804466978966275
8.0,"[1.095, 0.615, 0.615, 0.495]",3.5128205128205128,0.7247074846433168,0.2752925153566548
8.0,"[1.095, 0.615, 0.615, 0.495]",3.564102564102564,0.7323800399939716,0.26761996000601657
8.0,"[1.095, 0.615, 0.615, 0.495]",3.6153846153846154,0.7410124240198782,0.2589875759800875
8.0,"[1.095, 0.615, 0.615, 0.495]",3.6666666666666665,0.7489048703617696,0.25109512963823194
8.0,"[1.095, 0.615, 0.615, 0.495]",3.717948717948718,0.7545572039593246,0.2454427960406742
8.0,"[1.095, 0.615, 0.615, 0.495]",3.769230769230769,0.7569469032609993,0.24305309673900066
8.0,"[1.095, 0.615, 0.615, 0.495]",3.8205128205128203,0.7564806723743238,0.24351932762566916
8.0,"[1.095, 0.615, 0.615, 0.495]",3.871794871794872,0.7516372850660417,0.2483627149339951
8.0,"[1.095, 0.615, 0.615, 0.495]",3.923076923076923,0.7468000401554257,0.25319995984456606
8.0,"[1.095, 0.615, 0.615, 0.495]",3.9743589743589745,0.7375875963024406,0.2624124036975632
8.0,"[1.095, 0.615, 0.615, 0.495]",4.0256410256410255,0.729137475189072,0.27086252481092693
8.0,"[1.095, 0.615, 0.615, 0.495]",4.076923076923077,0.722025476203638,0.27797452379636056
8.0,"[1.095, 0.615, 0.615, 0.495]",4.128205128205128,0.7159122595232987,0.2840877404767035
8.0,"[1.095, 0.615, 0.615, 0.495]",4.17948717948718,0.7111947334577106,0.28880526654230304
8.0,"[1.095, 0.615, 0.615, 0.495]",4.230769230769231,0.7081355762384697,0.29186442376152866
8.0,"[1.095, 0.615, 0.615, 0.495]",4.282051282051282,0.7068393703773431,0.2931606296226556
8.0,"[1.095, 0.615, 0.615, 0.495]",4.333333333333333,0.7073042249823772,0.29269577501762056
8.0,"[1.095, 0.615, 0.615, 0.495]",4.384615384615385,0.70945807677295,0.2905419232270495
8.0,"[1.095, 0.615, 0.615, 0.495]",4.435897435897436,0.7131668975609881,0.2868331024390288
8.0,"[1.095, 0.615, 0.615, 0.495]",4.487179487179487,0.7181860611525032,0.2818139388474956
8.0,"[1.095, 0.615, 0.615, 0.495]",4.538461538461538,0.72409266851766,0.27590733148232716
8.0,"[1.095, 0.615, 0.615, 0.495]",4.589743589743589,0.730278347542664,0.2697216524573177
8.0,"[1.095, 0.615, 0.615, 0.495]",4.6410256410256405,0.7360664704276428,0.2639335295723578
8.0,"[1.095, 0.615, 0.615, 0.495]",4.6923076923076925,0.7408869611601375,0.2591130388398976
8.0,"[1.095, 0.615, 0.615, 0.495]",4.743589743589744,0.7443777661478616,0.25562223385213817
8.0,"[1.095, 0.615, 0.615, 0.495]",4.794871794871795,0.7463845475077221,0.2536154524922794
8.0,"[1.095, 0.615, 0.615, 0.495]",4.846153846153846,0.7469066345050791,0.2530933654949211
8.0,"[1.095, 0.615, 0.615, 0.495]",4.897435897435898,0.74603802558645,0.25396197441354135
8.0,"[1.095, 0.615, 0.615, 0.495]",4.948717948717949,0.7439205226235228,0.25607947737647746
8.0,"[1.095, 0.615, 0.615, 0.495]",5.0,0.74070778410109,0.259292215898899
